person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_probability,risk_band
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0.09658344,Low
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.117514156,Low
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.15469696,Low
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.19994327,Low
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.16962987,Low
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.9296969,High
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.995507,High
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.0023753154,Low
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.019828137,Low
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,0.02186474,Low
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.03660606,Low
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.9889026,High
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.98803407,High
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.9750206,High
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.30986,Medium
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.9187117,High
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.25754604,Medium
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.9065314,High
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.011081714,Low
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.97831446,High
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.047954522,Low
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.920661,High
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.987583,High
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.043958228,Low
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.011355663,Low
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.0055042156,Low
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.05605297,Low
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.05172342,Low
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.9615125,High
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.0046661743,Low
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.9993125,High
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.8665158,High
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.093782835,Low
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.51844376,High
26,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,Y,2,0.07958439,Low
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.9878684,High
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.84341294,High
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.024138603,Low
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.036972232,Low
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.7895795,High
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.009035902,Low
24,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,N,2,0.94102496,High
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.2847781,Medium
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.9991166,High
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.76751167,High
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.0136602335,Low
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.94114786,High
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.14888106,Low
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.045154348,Low
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.066298425,Low
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.03737209,Low
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.86437374,High
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.011163241,Low
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.83270645,High
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.059906915,Low
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.1403292,Low
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.009789671,Low
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.0009308188,Low
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.03853514,Low
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.034603942,Low
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.08447417,Low
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.034920655,Low
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.039998967,Low
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.027386984,Low
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.0493714,Low
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.9962676,High
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.18538019,Low
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.05838845,Low
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.9880685,High
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.045184057,Low
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.07414983,Low
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.06546066,Low
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.031693336,Low
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.0066997306,Low
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.9371111,High
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.029471634,Low
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.41993332,Medium
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.007989442,Low
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.99525225,High
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.16869338,Low
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.028995616,Low
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.9819432,High
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.99338937,High
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.9591649,High
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.9778005,High
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.05000948,Low
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.039700884,Low
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.08446872,Low
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.05414668,Low
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.004849999,Low
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.049512792,Low
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.012037674,Low
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.99196905,High
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.9868444,High
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.9914206,High
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.982932,High
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.17314506,Low
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.11669666,Low
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.0953737,Low
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.015836544,Low
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.091337495,Low
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.025191221,Low
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.058207095,Low
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.8306307,High
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.9952152,High
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.98159826,High
24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,10.99,1,0.23,N,3,0.9833015,High
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.9857393,High
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.9993125,High
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.9987991,High
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.99529064,High
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.0401078,Low
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.9970994,High
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.106155425,Low
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.24291992,Medium
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3,0.015667986,Low
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.00017912751,Low
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.08526722,Low
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.18076238,Low
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4,0.047038916,Low
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.079410724,Low
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.038900875,Low
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.9996364,High
25,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,N,3,0.27973586,Medium
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.9830337,High
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.14415674,Low
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.07326004,Low
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.045403995,Low
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.93058896,High
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.9941544,High
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.98840326,High
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.9868809,High
26,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,N,3,0.9927982,High
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.9981742,High
25,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,0.9912335,High
22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,0.20512511,Medium
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.993999,High
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.09099488,Low
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.9995809,High
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.98630816,High
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.9808348,High
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.98721087,High
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.98528683,High
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.99016047,High
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.9795688,High
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,N,2,0.9860946,High
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3,0.9840443,High
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.99968994,High
23,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,N,4,0.9700115,High
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.9942351,High
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.9868693,High
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.98224694,High
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.97644126,High
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.9879903,High
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.98982984,High
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.96652526,High
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.97124845,High
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,N,3,0.97364074,High
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.9993979,High
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.9867187,High
22,18000,OWN,4.0,VENTURE,B,2000,11.49,0,0.11,N,3,0.013562577,Low
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.095942214,Low
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.9994566,High
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.98514533,High
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.99080324,High
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.14449675,Low
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.036254413,Low
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.98745465,High
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.0049660304,Low
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.9963651,High
21,18000,OWN,4.0,EDUCATION,B,5000,11.11,1,0.28,N,2,0.99024427,High
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.076741844,Low
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.142221,Low
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.9960257,High
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,Y,2,0.65265566,High
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.99303645,High
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.0321443,Low
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.024377482,Low
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.95194006,High
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.20575301,Medium
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.9322125,High
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.06706786,Low
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.052635442,Low
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.063378185,Low
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.9979247,High
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.034612045,Low
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.9527015,High
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.9975956,High
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.9909609,High
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.07800251,Low
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.846571,High
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2,0.074223354,Low
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.04346875,Low
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,0.9974367,High
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.095156364,Low
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.98722726,High
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,0.99727935,High
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,0.10064313,Low
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,0.95547086,High
22,18000,OWN,2.0,MEDICAL,C,4000,10.99,1,0.22,N,2,0.98421395,High
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,0.99393517,High
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3,0.9801933,High
21,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,N,2,0.9709845,High
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,0.97248477,High
22,43385,RENT,7.0,PERSONAL,C,23000,10.99,1,0.53,N,3,0.99313253,High
25,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,N,2,0.99084926,High
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,0.9729759,High
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,0.20695864,Medium
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,0.986819,High
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,0.9853079,High
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,0.980275,High
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,0.9827268,High
25,80000,RENT,9.0,VENTURE,C,23000,10.99,0,0.29,N,2,0.11009414,Low
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,0.86758333,High
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,0.99212766,High
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,0.974798,High
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,0.99488765,High
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,0.9943089,High
24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,0.9978363,High
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,0.9901777,High
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,0.9894929,High
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,0.99661094,High
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,0.99030167,High
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,0.98175323,High
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,0.98839706,High
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,0.9940514,High
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,0.98106164,High
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,0.9728495,High
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,0.9824686,High
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,0.9987017,High
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,0.9569314,High
22,66000,RENT,1.0,EDUCATION,F,22000,10.99,1,0.33,N,2,0.99667823,High
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,0.1912166,Low
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,0.121070094,Low
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,0.99065346,High
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,0.017922388,Low
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,0.99387264,High
24,80000,RENT,0.0,MEDICAL,A,22000,10.99,0,0.28,N,4,0.11180781,Low
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,0.04386307,Low
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,0.99431914,High
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,0.987405,High
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,0.11060669,Low
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,0.23440315,Medium
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,0.94101006,High
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,0.99610656,High
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,0.029532341,Low
23,110000,RENT,0.0,PERSONAL,B,22000,10.99,0,0.2,N,3,0.08366592,Low
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,0.9888582,High
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,0.9913107,High
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,0.99478453,High
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,0.99983466,High
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,0.9880028,High
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,0.14180069,Low
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,0.34156734,Medium
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,0.010323928,Low
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,0.045015704,Low
24,19200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,0.9918636,High
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,0.98431927,High
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,0.99854785,High
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,0.9689335,High
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,0.16408649,Low
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,0.9814596,High
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,0.9942082,High
25,47052,RENT,5.0,VENTURE,B,21250,10.99,1,0.45,N,2,0.9865596,High
25,51060,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2,0.98499817,High
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2,0.97765106,High
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,1,0.4,N,3,0.9899483,High
26,19200,OWN,0.0,EDUCATION,B,9250,10.99,1,0.48,N,2,0.9964934,High
24,56000,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3,0.98649615,High
24,65000,RENT,4.0,EDUCATION,D,21250,15.95,1,0.33,Y,4,0.9572253,High
21,35000,RENT,3.0,VENTURE,B,21000,12.53,1,0.6,N,4,0.98470783,High
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,1,0.07,Y,4,0.9272391,High
23,19200,MORTGAGE,7.0,MEDICAL,A,3000,10.99,1,0.16,N,4,0.9866137,High
26,40000,RENT,3.0,MEDICAL,A,21000,6.54,1,0.53,N,4,0.99301845,High
25,19200,OWN,2.0,VENTURE,B,1000,10.99,0,0.05,N,3,0.015340084,Low
26,42000,RENT,0.0,MEDICAL,F,21000,17.26,1,0.5,Y,4,0.9993993,High
